coords,Snout_x,Snout_y,LFL_x,LFL_y,RFL_x,RFL_y,LHL_x,LHL_y,RHL_x,RHL_y,Tailtip_x,Tailtip_y
188,341.4300296,203.5033073,278.3900342,210.7874489,284.1859055,200.2316332,217.1277537,208.9504695,225.2116849,212.0864191,124.7273048,193.9039564
189,341.4233102,203.5112514,278.3911316,210.7853227,284.1945362,200.2305202,217.1213951,208.8939583,225.1870081,212.0697336,124.7254392,193.891192
190,343.6649978,203.3562336,279.7971036,212.3111296,295.2108023,198.6365235,215.9003077,205.9845951,226.3150098,212.2678194,126.8591409,194.7445912
191,343.6635177,203.3566093,279.7973483,212.311223,295.2104292,198.6382587,215.899195,205.9845144,226.3145757,212.2683964,126.8586907,194.7448897
192,345.3055682,202.5434947,279.7231913,212.1904154,303.0358567,199.6207268,237.4348683,205.3081561,230.1232824,211.6673536,128.7495027,195.1596313
193,345.3055682,202.5434947,279.7231913,212.1904154,303.0358567,199.6207268,237.4348683,205.3081561,230.1232824,211.6673536,128.7495027,195.1596313
194,347.643065,201.5257821,279.1596227,212.2581263,312.2477169,201.3706975,239.2235937,205.1339995,230.491118,212.2095661,131.5072665,195.6415052
195,347.6426516,201.5256352,279.1597404,212.2578526,312.2482123,201.3711066,239.2229643,205.1341729,230.4918799,212.2095032,131.5105385,195.6389461
196,350.526232,200.5873089,279.3036749,210.9576859,314.9877063,203.7671079,240.4668434,205.0097162,230.9063723,212.0355215,133.7841157,196.1876049
197,350.526232,200.5873089,279.3036749,210.9576859,314.9877063,203.7671079,240.4668434,205.0097162,230.9063723,212.0355215,133.7841157,196.1876049
198,353.0903068,199.8158329,279.1999674,210.4153938,325.5511096,204.470482,241.5736754,204.0969111,231.5477905,212.0548792,136.3267508,197.4684774
199,353.0146475,199.7698464,279.1572359,210.4640245,325.4565922,204.4230416,241.588922,204.1362381,231.5444322,212.0622587,136.3408742,197.4648083
200,355.4847627,199.2849207,278.7671373,210.175807,328.9208417,206.1542962,247.9998298,204.3471785,232.6348338,212.4753637,139.6334248,197.6747582
201,355.4847627,199.2849207,278.7671373,210.175807,328.9208417,206.1542962,247.9998298,204.3471785,232.6348338,212.4753637,139.6334248,197.6747582
202,359.1303179,199.3620651,277.5491456,210.3366737,331.2256213,209.9675741,255.1125352,202.9292531,231.8095984,212.4271164,143.0572193,198.0813293
203,359.1353316,199.3612945,277.5660341,210.3547206,331.2460406,209.9667192,255.1767097,202.9515204,231.7991512,212.4454832,143.0443592,198.0847883
204,361.4713745,198.839041,278.1186211,210.7518611,332.236987,210.301434,261.4823929,203.0311055,230.9410686,212.1779013,147.0992152,197.711525
205,361.4713745,198.839041,278.1186211,210.7518611,332.236987,210.301434,261.4823928,203.0311055,230.9410686,212.1779013,147.0992152,197.711525
206,363.8485398,198.9340081,279.1024032,210.3910646,332.7082008,210.5142241,269.1393777,203.5384126,231.006943,212.3985682,150.3335218,197.3507767
207,363.8458672,198.9329607,279.1121602,210.3740659,332.7251531,210.5153236,269.1418253,203.5256605,230.9923506,212.3805027,150.4203403,197.3839903
208,366.5531931,198.8330867,280.493041,210.2591541,332.8121173,210.6627655,273.7277207,204.6567516,230.9450157,212.6495752,154.3665366,197.5691731
209,366.5531931,198.8330867,280.493041,210.2591541,332.8121173,210.6627655,273.7277207,204.6567516,230.9450157,212.6495752,154.3665366,197.5691731
210,369.7381315,199.4141669,282.6053233,209.8142176,332.6828433,210.4481325,275.6316929,206.3651321,231.0948813,212.5593615,157.9698474,197.5755107
211,369.7149086,199.4112573,282.5941172,209.8214314,332.6866145,210.4400978,275.59714,206.3620355,231.0407803,212.5968075,158.0334404,197.5497849
212,372.366621,199.4412415,284.9784114,208.4872048,332.4244044,209.7890468,275.199294,207.7581594,231.0913768,212.4908104,161.6512527,198.4263914
213,372.366621,199.4412415,284.9784114,208.4872048,332.4244044,209.7890468,275.199294,207.7581594,231.0913768,212.4908104,161.6512527,198.4263914
214,374.8518705,199.9828658,290.9952625,205.749694,332.3012871,210.3534513,275.2317985,208.7445111,231.0435662,212.4267931,165.9218769,198.8729129
215,374.8548951,199.9867086,290.997021,205.7497714,332.2928553,210.3538322,275.247672,208.7389388,231.0542686,212.4154854,165.8353372,198.8850248
216,378.3444963,199.4186184,299.9137625,203.6787901,332.3998098,209.7091117,276.2878034,209.5342464,230.3419001,212.0781841,169.6890068,200.2000656
217,378.3444963,199.4186184,299.9137625,203.6787901,332.3998098,209.7091117,276.2878034,209.5342464,230.3419001,212.0781841,169.6890068,200.2000656
218,380.9313231,199.4117897,308.4920434,203.6986251,330.8633116,210.5858049,276.3311188,209.7640033,230.1772907,211.6982994,172.5553303,199.5003111
219,380.9217253,199.4559104,308.5205088,203.676702,330.932081,210.5685806,276.3044078,209.7725277,230.2216122,211.7457347,172.5946506,199.4699459
220,384.3437395,199.4308248,319.0849404,204.7996521,330.2718892,211.6880503,276.2636543,210.5326328,230.75196,211.7846355,175.9915166,198.9466851
221,384.3437395,199.4308248,319.0849404,204.7996521,330.2718892,211.6880503,276.2636543,210.5326328,230.75196,211.7846355,175.9915166,198.9466851
222,386.713088,200.1717987,334.715075,204.8982005,331.6364641,211.148742,276.6889495,210.3087225,230.5376194,211.5205698,178.9691453,198.6077204
223,386.6990595,200.141129,334.6992607,204.9250408,331.7724237,211.215987,276.6131803,210.2721901,230.5267751,211.5282969,178.9748764,198.5821471
224,388.8776157,201.163702,336.4812157,206.2916844,332.7049304,209.4613323,277.6839068,209.8288651,230.1213124,210.7713575,181.7557145,198.3865526
225,388.8776157,201.163702,336.4812157,206.2916844,332.7049304,209.4613323,277.6839068,209.8288651,230.1213124,210.7713575,181.7557145,198.3865523
226,391.4377177,201.2153053,345.6295309,203.6978741,332.1169002,211.0492933,278.8339,210.0863123,229.8109663,210.0553875,184.6823778,197.5490705
227,391.3783033,201.2295022,345.640949,203.5736814,332.2922343,211.0013934,278.9766033,209.9317851,229.7729625,210.0689874,184.7300367,197.6046137
228,394.5258074,201.7100277,355.1232349,202.8747578,331.2634211,211.5945654,279.3123338,209.865943,228.9343156,208.2851381,187.9233184,196.011095
229,403.0146079,199.5092833,366.9752135,200.3825698,331.2698327,213.2897043,278.9109674,211.0131593,247.0199883,198.1705539,194.4931417,191.8639562
230,402.9665089,199.4276228,366.7821772,200.3425179,331.255756,213.1842241,278.8770106,210.9979205,247.0725477,198.2508276,194.5238585,192.0594802
231,406.0138357,199.6962719,376.2155104,202.5901361,331.7976417,213.1799402,280.4589388,210.2027302,257.1751523,197.5667357,195.9462891,192.1439786
232,406.0138357,199.6962719,376.2155104,202.5901365,331.7976417,213.1799402,280.4589388,210.2027302,257.1751523,197.5667357,195.9462891,192.1439786
233,409.4340944,199.3807487,376.8819242,207.8443501,332.4704227,213.0546436,279.7553346,209.644196,263.1090722,196.6476311,199.2341273,191.7868602
234,409.4254975,199.3705535,376.8572574,207.8372059,332.479426,213.0618286,279.7909791,209.6852999,263.1031461,196.6139034,199.2487261,191.7772853
235,412.7057333,199.1016791,376.6307955,209.9040895,332.942789,212.0694818,280.7711756,210.2140483,283.1831231,205.1481568,201.2384644,191.3902328
236,412.7057333,199.1016791,376.6307955,209.9040895,332.942789,212.0694818,280.7711756,210.2140483,283.1831231,205.1481568,201.2384644,191.3902328
237,415.8308237,198.7329288,376.8127789,210.6177182,332.8076797,211.9044194,277.6280246,209.9508431,286.8006189,202.7947736,203.4574776,191.1019375
238,415.8522787,198.7487586,376.7462926,210.641573,332.6250861,212.0208492,277.7144479,210.0274887,286.8275673,202.7459183,203.4219828,191.1046426
239,417.4377031,198.915067,377.0257783,210.9317355,333.041274,211.5673175,280.6356013,210.3957264,288.9615278,201.1981268,205.3383276,191.2759407
240,417.4377031,198.915067,377.0257783,210.9317355,333.041274,211.5673175,280.6356013,210.3957264,288.9615278,201.1981268,205.3383276,191.2759407
241,420.1673021,199.7908394,377.4181056,211.0436149,334.0088975,211.7265916,279.6312726,210.3221869,291.1030444,202.2784123,207.2519362,190.7819371
242,420.1413183,199.7859595,377.4000974,211.0399709,334.0303826,211.7901177,279.6537833,210.3095431,291.1314316,202.3185253,207.2405922,190.7732286
243,422.8418648,200.9217868,377.3808794,210.8837476,334.2699509,211.4432974,280.7699628,210.9624007,288.1038589,206.42994,209.749927,191.1746833
244,422.834842,200.9186802,377.3963966,210.8785157,334.2978482,211.4230089,280.7021732,210.970823,288.2256517,206.3507681,209.7357497,191.1686008
245,425.4493351,200.8948069,377.9156008,210.3004928,334.4333866,211.3131495,280.3451233,211.0698112,288.4723105,207.2463937,211.6562486,191.3463635
246,425.4490228,200.8943458,377.9160519,210.3007174,334.433044,211.3130226,280.3442822,211.0697907,288.4723725,207.2469361,211.6563196,191.346375
247,427.7732449,201.5801535,377.7185516,210.6973047,334.889806,211.2574741,278.5135157,211.279345,323.2466328,207.588141,213.9453334,192.6709843
248,427.7732449,201.5801535,377.7185516,210.6973047,334.889806,211.2574741,278.5135157,211.279345,323.2466329,207.588141,213.9453334,192.6709843
249,429.6684916,202.0141754,378.1609273,210.6018081,333.6885111,210.3521175,278.9113567,210.5026031,315.9854878,203.3288445,215.3889885,193.4640021
250,429.6684916,202.0141754,378.1609273,210.6018081,333.6885111,210.3521175,278.9113567,210.5026031,315.9854878,203.3288445,215.3889885,193.4640021
251,431.6825409,202.434752,378.7022834,210.2164001,337.1748483,210.6784906,278.1187565,210.0471778,322.6734447,203.2763524,217.9111762,192.5938578
252,431.6825409,202.434752,378.7022834,210.2164001,337.1748483,210.6784906,278.1187565,210.0471778,322.6734447,203.2763524,217.9111762,192.5938578
253,433.937932,202.3050799,378.6186267,209.8347893,342.9421291,208.6983109,277.2875152,210.1108108,332.1056757,206.08585,220.1158133,191.5641797
254,433.9572859,202.2695889,378.6163815,209.8343081,342.8986886,208.537684,277.3011017,210.1330295,331.8366809,205.96933,220.1236992,191.5857222
255,436.2379244,202.3230252,377.5356755,210.5468674,349.0429943,202.9445133,278.0632267,210.1307054,332.7790083,209.2454619,221.7718737,190.7080595
256,436.2379244,202.3230252,377.5356755,210.5468674,349.0429943,202.9445133,278.0632267,210.1307054,332.7790083,209.2454619,221.7718737,190.7080595
257,438.5448201,202.1617618,377.8326335,210.9734087,358.9925699,199.8715017,278.7557936,209.7749934,333.1893207,209.9693503,222.8901896,188.3230228
258,438.5954814,202.2158866,377.8284798,210.9620247,358.9969141,199.8631096,278.7303605,209.7879539,333.2045105,209.9477525,222.8785789,188.3329449
259,440.4169769,201.6581578,377.5562105,212.205384,369.8244972,201.0752101,279.6845214,209.9168572,332.9502218,209.8167119,223.6448474,187.1468487
260,440.4169769,201.6581578,377.5562105,212.205384,369.8244972,201.0752101,279.6845214,209.9168572,332.9502218,209.8167119,223.6448474,187.1468487
261,443.116786,201.4362803,378.1883211,211.0723462,378.376874,200.5760341,281.0115633,209.2923479,332.820647,210.8336,224.046133,186.9129772
262,443.1125541,201.4494047,378.1826901,211.0690725,378.369555,200.539134,281.0863209,209.3030028,332.8274353,210.856709,223.9892046,186.9161386
263,445.2299123,201.3361087,378.2184601,210.6972734,389.3755064,199.5342214,284.1225619,205.1112013,332.954741,211.5090852,225.1145916,187.1006136
264,445.2299123,201.3361087,378.2184601,210.6972734,389.3755064,199.5342212,284.1225619,205.1112013,332.954741,211.5090852,225.1145916,187.1006136
265,447.1888616,201.0105343,377.514327,211.7424092,398.5370252,199.7172582,290.5918185,203.3730783,332.8834118,211.9578319,226.678983,187.9521098
266,447.0883975,201.0592046,377.4855161,211.7311773,398.4821236,199.6873937,290.5039672,203.3353043,332.8860253,211.978857,226.6955687,187.9200273
267,448.6173782,200.9287534,376.8576498,211.9120808,411.6837292,199.5756335,298.8849877,200.9322476,331.0950465,211.6362902,228.0702356,189.6953859
268,448.6173782,200.9287534,376.8576498,211.9120808,411.6837292,199.5756335,298.8849877,200.9322476,331.0950465,211.6362902,228.0702357,189.6953859
269,451.1019163,200.6637826,378.2110095,211.3134369,419.0155684,200.1871591,310.7884169,199.5812266,332.2468758,211.7673138,229.7411083,190.4427519
270,451.1026425,200.6638513,378.2113967,211.3135957,419.0156611,200.1867533,310.7881455,199.5821073,332.2466249,211.7672721,229.7416998,190.4436164
271,453.3783724,200.9093819,378.0804181,210.2910972,424.7627294,202.620559,371.0597496,205.9570316,333.2895699,212.4566078,231.8004048,191.455014
272,453.3783724,200.9093819,378.0804181,210.2910972,424.7627294,202.620559,371.0597496,205.9570316,333.2895699,212.4566078,231.8004048,191.455014
273,456.2543797,201.1138639,377.5048189,209.6865168,430.9265895,206.192517,369.7318459,207.7278018,333.2041665,211.7701216,234.3699965,192.0903907
274,456.2554178,201.1120563,377.502317,209.6853261,430.9266708,206.1933188,369.7312126,207.7269073,333.2179307,211.7695203,234.3626947,192.0901418
275,459.0785465,200.3453574,377.2589111,210.0025544,431.5498044,209.8823838,347.4893571,203.1922827,336.1258533,211.2836218,235.7407901,192.7855248
276,459.0785465,200.3453574,377.2589111,210.0025544,431.5498044,209.8823838,347.4893571,203.1922827,336.1258533,211.2836218,235.7407901,192.7855248
277,461.4148928,200.3029509,376.387167,211.1430554,432.18712,210.4713225,354.4780011,204.7137365,337.0022979,213.6595722,238.2412779,192.8849611
278,461.4253781,200.2892413,376.4015226,211.1450453,432.2448797,210.4379058,354.4589624,204.7241182,337.0464869,213.6579064,238.2485662,192.8767772
279,463.8583713,200.5476322,376.0619624,211.55686,431.8261945,210.525198,360.2708168,203.8029022,335.5721538,212.7175026,241.8744969,192.7340918
280,463.8583713,200.5476322,376.0619624,211.55686,431.8261945,210.525198,360.2708168,203.8029022,335.5721538,212.7175026,241.8744969,192.7340918
281,465.9229312,201.1394753,377.7821159,212.3705064,432.3855677,210.2448955,367.4600596,203.9563112,334.4679909,212.0250854,244.544673,192.3979306
282,465.9167724,201.130753,377.817502,212.3896936,432.3745809,210.2442269,367.4607515,203.9780755,334.5215054,212.039958,244.5634814,192.3954201
283,468.6260509,201.5136461,379.5732486,209.983006,431.9394593,209.348094,370.5122517,205.4274111,334.6025846,212.099474,247.7048047,191.8745077
284,468.6260509,201.5136461,379.5732486,209.983006,431.9394593,209.348094,370.5122517,205.4274111,334.6025846,212.099474,247.7048047,191.8745077
285,471.3326743,201.1522813,384.1165304,208.8964729,432.001399,209.5696459,373.7427381,207.460902,334.3439317,211.9108696,251.0831189,192.6118913
286,471.3081882,201.1576648,384.1062233,208.8765821,431.9780338,209.5748672,373.7324561,207.4610386,334.3519251,211.9160252,251.0465517,192.6068077
287,474.2791343,199.9918864,388.6198631,206.0439768,431.411319,209.421721,373.2878166,208.7655411,333.2898034,212.2628841,253.9419817,193.1959858
288,474.2791343,199.9918864,388.6198631,206.0439768,431.411319,209.421721,373.2878166,208.7655411,333.2898034,212.2628841,253.9419817,193.1959858
289,478.0045218,198.5793986,395.2273581,203.2969556,431.509861,209.8595872,373.9814105,208.8356915,332.7505103,212.3772106,258.0254588,194.6532607
290,478.0426946,198.5617504,395.2091748,203.286324,431.5102451,209.9003229,373.9696316,208.8537188,332.8025555,212.3171167,258.0048119,194.6574144
291,480.8269448,198.3307486,403.0187458,202.4111109,431.1437516,210.2905788,373.4874986,208.8012977,332.5705413,212.1582537,261.080057,195.6047405
292,480.8269448,198.3307486,403.0187458,202.4111109,431.1437516,210.2905788,373.4874986,208.8012977,332.5705413,212.1582537,261.080057,195.6047405
293,483.5603876,198.4991999,416.0122161,203.0156823,428.7862039,210.7754083,373.4189324,209.3536892,331.8811502,211.96135,263.9403992,195.8003021
294,483.5621972,198.5012646,416.034586,203.000923,428.7902608,210.7703767,373.418727,209.3459959,331.9038396,211.9711905,263.9761391,195.8445739
295,485.6520777,198.6902664,433.4421,204.0341246,430.1434047,210.4634314,374.0554039,209.7916007,332.0717121,212.0152197,267.2115707,195.2671326
296,485.6520777,198.6902664,433.4421,204.0341246,430.1434047,210.4634314,374.0554039,209.7916007,332.0717121,212.0152197,267.2115707,195.2671326
297,487.7426071,198.6756575,435.4664319,204.1758886,429.0592666,209.5625598,374.7904191,210.067647,331.8111743,211.9715214,269.686821,195.806315
298,487.7060716,198.695339,435.7872104,203.5808938,428.81185,209.8481812,374.7884679,210.1141791,331.836185,211.9820919,269.6560966,195.8068508
299,490.9380102,199.093724,438.4227574,205.2942796,431.3305342,207.7047997,375.704684,210.2804089,331.6347915,211.2326579,272.4993534,196.1618559
300,490.9380102,199.093724,438.4227574,205.2942796,431.3305342,207.7047997,375.704684,210.2804089,331.6347915,211.2326579,272.4993534,196.1618559
301,493.6758795,199.3095067,452.6649858,202.7037277,429.4925153,211.4049475,375.9123023,210.1749997,331.584759,210.1160631,276.8648822,195.6942234
302,493.6700791,199.3089461,452.6580419,202.7052388,429.4889441,211.401168,375.8900032,210.1835423,331.6098744,210.1405902,276.3203746,196.0707348
303,495.6340916,199.5285096,460.4024501,202.580101,429.9181634,211.8882871,376.4122038,209.7616177,335.8654718,206.313298,278.9778779,194.8092155
304,495.6324584,199.5314269,460.4060692,202.5798349,429.9232527,211.900857,376.4065919,209.7709112,335.8643525,206.2722962,278.9782343,194.8056674
305,506.3865733,200.7301373,478.7102218,206.7649994,432.269187,211.3808985,375.11869,210.5088612,375.8386335,203.4446825,288.6086915,194.7821832
306,508.8963413,200.4012141,479.2484634,208.6272202,432.0902286,211.5604391,375.6374481,211.2142846,381.3998489,203.6838574,291.2395355,194.0927305
307,508.8668365,200.4065199,479.1330411,208.5108976,431.9758162,211.5501781,375.543689,211.1619388,381.5963051,203.4753613,291.2465259,194.167748
308,511.7917681,199.7022612,479.4702277,210.3399463,431.5927446,210.541286,385.154568,205.9071939,384.1506202,204.6908569,293.7111741,193.7988954
309,511.7917681,199.7022612,479.4702277,210.3399463,431.5927446,210.541286,385.154568,205.9071939,384.1506202,204.6908569,293.7111741,193.7988954
310,514.8177629,199.858963,479.3977654,210.3089676,431.0073426,210.9625401,377.092236,208.6904111,397.7046952,202.0766048,295.7643819,193.1214089
311,514.7015796,199.8104975,479.4146473,210.2811985,430.8323839,210.8281507,377.1989245,208.7432508,397.8447788,202.2540975,295.6964138,193.1173248
312,517.3047996,200.2207165,479.7634387,210.4320784,431.2334144,211.8045077,375.1287279,210.0290003,407.0276604,201.730433,298.112365,192.4226625
313,517.3047996,200.2207165,479.7634387,210.4320784,431.2334144,211.8045077,375.1287279,210.0290003,407.0276604,201.730433,298.112365,192.4226625
314,520.2306714,200.663435,479.8085723,210.1528029,431.840744,211.7456141,375.493089,209.7562132,416.3334398,202.0506868,300.6924177,191.5493903
315,520.2421217,200.665935,479.7160945,210.2010169,431.7675183,211.7289262,375.4649439,209.7964034,416.2343163,202.1194324,300.6841729,191.5506172
316,522.7963071,200.720202,480.1792865,210.1554604,432.5737803,210.4074445,376.1744318,209.2795954,423.1724467,202.5676122,302.7548835,191.8855424
317,522.7963071,200.720202,480.1792865,210.1554604,432.5737803,210.4074445,376.1744318,209.2795954,423.1724467,202.5676122,302.7548835,191.8855424
318,525.9746594,200.9101372,480.4961319,210.8993869,435.9346184,208.9191103,376.8502359,209.5406737,428.4685311,204.3447161,305.2015195,192.1606593
319,525.9773952,200.9051342,480.4965863,210.8978772,435.933152,208.9183121,376.8441277,209.5478787,428.4657615,204.3443823,305.2146773,192.1636958
320,528.0678372,200.7793145,480.1974916,210.4047389,440.4051709,206.9054694,376.2553282,209.2591701,430.9671586,206.0981011,308.2496498,192.0186357
321,528.0885167,200.7317462,480.174787,210.3825989,440.2813067,206.6422203,376.2703996,209.2392044,430.8668516,205.9991447,308.1203933,192.2245412
322,530.833159,200.7983646,480.163075,210.6252027,447.6635346,203.4950166,375.9086123,209.4819746,431.4825444,208.9366493,309.6128054,192.1512413
323,530.8304071,200.7955241,480.1651158,210.6259255,447.6638548,203.4952431,375.9083257,209.4829764,431.4827094,208.9370251,309.6144996,192.1511531
324,533.260438,201.1810184,478.7780228,211.1988292,456.5373888,200.2755699,375.106879,209.4200916,431.7676964,209.5316563,310.7547174,191.4364338
325,533.260438,201.1810184,478.7780228,211.1988292,456.5373888,200.2755699,375.106879,209.4200916,431.7676964,209.5316563,310.7547174,191.4364338
326,536.1199045,201.3872128,479.2706027,210.2754378,464.2447987,199.8938282,374.6775689,208.925415,432.2006969,209.2539768,312.7307577,190.3695188
327,536.1329226,201.3958716,479.3293347,210.3310151,464.2547932,199.8958759,374.712337,208.9570704,432.1776862,209.2370896,312.7515221,190.3535495
328,538.9238319,201.2727532,479.3046114,210.4986273,475.5251803,199.0405166,375.8897438,208.8623319,432.5546751,209.0657992,314.8086767,189.6564375
329,538.9238319,201.2727532,479.3046114,210.4986273,475.5251803,199.0405166,375.8897438,208.8623319,432.5546751,209.0657992,314.8086767,189.6564375
330,541.5830723,201.2578654,479.6880419,210.2825994,485.1342787,198.5091295,376.2672276,208.6252437,433.3397293,209.9911766,317.0928591,188.8884331
331,541.4797137,201.2946591,479.702343,210.280519,485.1441574,198.5128994,376.2639613,208.6285233,433.3437347,209.9908929,317.0854682,188.8854354
332,544.5880971,200.8305101,480.9248967,210.9570122,495.2041671,198.5192733,376.6911058,208.5016675,434.6033406,210.2884841,319.4058394,188.1049221
333,544.5880971,200.8305101,480.9248967,210.9570122,495.2041671,198.5192733,376.6911058,208.5016675,434.6033406,210.2884841,319.4058394,188.1049221
334,547.2780352,200.191803,480.2537036,211.5369644,505.8974929,198.6538901,379.8279776,206.3933125,434.8051467,210.0611162,321.1966009,188.5702935
335,547.2536216,200.1480236,480.2719173,211.5292835,505.8848705,198.6929719,379.7491876,206.3887358,435.7223705,210.5697246,321.4839048,188.5480874
336,550.0607941,200.0269318,479.6541362,211.8046665,514.6812506,199.7887292,387.5806574,202.7304916,434.2418938,210.1183949,322.8024402,188.9308023
337,550.0607941,200.0269318,479.6541362,211.8046665,514.6812506,199.7887292,387.5806574,202.7304916,434.2418938,210.1183949,322.8024402,188.9308023
338,552.8610315,199.0710611,480.4942708,211.0005145,522.1549654,200.8147311,398.626332,199.607749,434.1652522,210.8576245,325.0391091,188.2158213
339,552.8794069,199.080163,480.4911671,210.9954157,522.1655102,200.8117385,398.6966333,199.5948241,434.1721358,210.8572354,325.033101,188.2135668
340,555.7172561,198.3048255,480.8664842,210.0549688,528.6607995,201.0943332,411.6428519,199.080354,432.3255644,209.9949379,327.3889432,187.4159503
341,555.7172561,198.3048255,480.8664842,210.0549688,528.6607995,201.0943332,411.6428519,199.080354,432.3255644,209.9949379,327.3889432,187.4159503
342,558.4518538,197.5722232,481.0704188,209.8178177,536.2125225,202.1005192,422.0187261,200.0532298,432.2173862,209.1953959,330.215242,187.6472011
343,558.4801826,197.5800647,481.0693898,209.8157682,536.2419348,202.1100678,422.0157237,200.0500612,432.2259164,209.1971335,330.2302065,187.6451426
344,561.3028531,197.3600838,479.9361129,209.1929736,540.4455989,203.3346791,442.4231075,201.1271286,434.0787339,209.0535574,332.4783952,188.2151003
345,561.3028531,197.3600838,479.9361129,209.1929736,540.4455989,203.3346791,442.4231075,201.1271286,434.0787339,209.0535574,332.4783952,188.2151003
346,564.2254948,196.630661,479.4784091,208.9862838,541.5085624,206.6986203,446.6536636,202.2449203,435.3538237,209.6926694,336.0096927,188.8364335
347,564.210389,196.6350269,479.4621606,208.9393702,541.4743124,206.6538467,446.7939258,202.1916842,435.350502,209.6667705,335.992172,188.8146213
348,566.7446189,196.0935783,479.0640349,210.5249996,543.2816477,209.5509906,454.2765048,204.2347202,435.6296154,210.34234,338.4465054,189.6141396
349,566.737268,196.0744667,478.9774966,210.567884,543.3202944,209.6666179,454.2635562,204.2047119,435.9326606,210.2544708,338.4195799,189.5688915
350,568.6886339,196.2577868,480.0772567,210.1874061,542.2142277,209.4977107,461.420825,203.5242596,435.2497092,210.6229091,342.356621,189.98387
351,568.6950927,196.2651339,480.0693116,210.2037702,542.2233181,209.4877028,461.4149485,203.5195665,435.2519902,210.6250591,342.4624221,189.9190805
352,571.2676616,195.8694015,478.7151203,210.3968821,542.8524249,209.8293366,469.60402,205.812953,434.4338355,210.614058,346.2819891,191.3301644
353,571.2676616,195.8694015,478.7151203,210.3968821,542.8524249,209.8293366,469.60402,205.812953,434.4338355,210.614058,346.2819891,191.3301644
354,573.61796,196.1438932,480.0484009,209.2563233,542.7939086,209.9592524,473.3231335,207.4753985,433.7964625,210.5660715,349.6459517,192.6994672
355,573.6073235,196.1732159,480.0511255,209.2561073,542.7982488,209.9613461,473.3299832,207.4740114,433.7970738,210.5653501,349.6397151,192.7060008
356,576.0783644,196.2000532,483.4045889,209.0186257,541.5309902,209.4068141,473.9191647,208.3419671,433.3099937,210.7653365,353.6801937,195.2606635
357,576.0772045,196.2017202,483.4033679,209.0183082,541.5344828,209.406249,473.9162917,208.3400445,433.3132362,210.7632666,353.7020233,195.2607603
358,579.2592719,196.7473612,489.2183735,206.6941457,541.5001901,209.4880424,475.7820544,209.7874265,433.0473042,211.0247869,356.6057803,197.6190853
359,579.2592825,196.7479095,489.2174072,206.693887,541.5001998,209.48805,475.7847953,209.787478,433.0493984,211.0244226,356.6069629,197.6183326
360,582.1420388,196.8214922,493.8822415,205.1765294,542.0863051,208.7985191,475.8100705,210.1933842,433.1380424,210.8712277,360.2290344,199.9762564
361,582.1420388,196.8214922,493.8822415,205.1765294,542.0863051,208.7985191,475.8100705,210.1933842,433.1380424,210.8712277,360.2290344,199.9762564
362,584.8999305,197.7329952,500.4352106,203.4577637,541.5275414,208.4111962,475.3065801,210.72475,432.961709,209.7485104,363.3688103,201.0015855
363,584.8999305,197.7329952,500.4352106,203.4577637,541.5275414,208.4111962,475.3065801,210.72475,432.961709,209.7485104,363.3688103,201.0015855
364,587.8523345,198.4257112,512.2261133,203.133914,541.2666701,209.0934234,475.0623617,209.7882872,433.1241026,209.8235326,366.1479793,201.6231451
365,587.8523345,198.4257112,512.2261133,203.133914,541.2666701,209.0934234,475.0623617,209.7882872,433.1241026,209.8235326,366.1479793,201.6231451
366,590.7954102,198.6990955,521.5807743,204.8407676,540.2421025,209.7011008,475.5041647,209.9836059,433.6605983,209.0810986,368.5579238,201.3988643
367,590.841764,198.6842425,522.0315971,204.8612818,540.1323597,209.5973945,475.4218473,210.0306764,433.6951208,209.0136681,368.4368773,201.5684571
368,593.3606801,198.9543459,530.0711527,205.7991519,541.0750105,209.2724714,476.5509672,210.2482576,433.7731271,208.1778526,371.7189936,200.5385814
369,593.3606801,198.9543459,530.0711527,205.7991519,541.0750105,209.2724714,476.5509672,210.2482576,433.7731271,208.1778526,371.7189936,200.5385814
370,596.7967176,198.8644962,542.4887137,206.8523307,542.2486644,209.3437431,476.4315718,210.3725948,434.1788025,206.0007164,374.5033984,199.9286449
371,596.7397966,198.8934205,542.4158392,206.9473097,542.2211542,209.3761711,476.5272617,210.4220171,434.2336168,206.0715568,374.4918292,199.9777529
372,599.0874352,199.0132184,545.4603794,206.7642779,543.1303499,206.3573663,475.9436389,209.995059,438.6991043,202.6342173,377.3698802,199.370441
373,599.0874352,199.0132184,545.4603794,206.7642779,543.1303499,206.3573663,475.9436389,209.995059,438.6991043,202.6342173,377.3698802,199.370441
374,601.9437184,199.4527993,554.219296,203.7082286,545.8944581,206.5661817,475.9912054,209.6323905,445.3570851,200.2183704,379.8458619,198.0727568
375,601.9232955,199.4531109,554.0809875,203.7694817,546.1531485,206.4342568,475.7387216,209.5803938,445.3146534,200.249248,379.8063431,198.0593007
376,604.7173815,200.3806286,565.8680966,201.3165808,540.5565336,210.6300268,476.3822728,208.8853388,452.0922604,197.6715646,382.4476547,197.2030303
377,604.7173815,200.3806286,565.8680966,201.3165808,540.5565336,210.6300268,476.3822728,208.8853388,452.0922604,197.6715646,382.4476547,197.2030303
378,607.3263726,200.188755,573.7545918,201.5026507,542.3784328,212.0733604,477.2405158,210.3138852,464.1352048,195.9813758,385.1278684,196.4160652
